episode_id,transition_key,run_id,generated_at_utc,benchmark_suite,compiler_gym_version,compiler_version,host_name,python_version,benchmark_uri,episode_index,step_index,pass_id,pass_name,pass_flag,pass_position,previous_pass_sequence,reward_space,raw_step_reward,hybrid_reward,runtime_improvement,ir_improvement,size_improvement,cumulative_reward,pass_success,action_had_no_effect,done,termination_reason,step_walltime_sec,error_type,error_message,pre_state_id,pre_ir_instruction_count,pre_object_text_size_bytes,pre_total_basic_blocks,pre_total_functions,pre_total_instructions,pre_total_memory_instructions,post_state_id,post_ir_instruction_count,post_object_text_size_bytes,post_total_basic_blocks,post_total_functions,post_total_instructions,post_total_memory_instructions,pre_autophase_BBNumArgsHi,pre_autophase_BBNumArgsLo,pre_autophase_onePred,pre_autophase_onePredOneSuc,pre_autophase_onePredTwoSuc,pre_autophase_oneSuccessor,pre_autophase_twoPred,pre_autophase_twoPredOneSuc,pre_autophase_twoEach,pre_autophase_twoSuccessor,pre_autophase_morePreds,pre_autophase_BB03Phi,pre_autophase_BBHiPhi,pre_autophase_BBNoPhi,pre_autophase_BeginPhi,pre_autophase_BranchCount,pre_autophase_returnInt,pre_autophase_CriticalCount,pre_autophase_NumEdges,pre_autophase_const32Bit,pre_autophase_const64Bit,pre_autophase_numConstZeroes,pre_autophase_numConstOnes,pre_autophase_UncondBranches,pre_autophase_binaryConstArg,pre_autophase_NumAShrInst,pre_autophase_NumAddInst,pre_autophase_NumAllocaInst,pre_autophase_NumAndInst,pre_autophase_BlockMid,pre_autophase_BlockLow,pre_autophase_NumBitCastInst,pre_autophase_NumBrInst,pre_autophase_NumCallInst,pre_autophase_NumGetElementPtrInst,pre_autophase_NumICmpInst,pre_autophase_NumLShrInst,pre_autophase_NumLoadInst,pre_autophase_NumMulInst,pre_autophase_NumOrInst,pre_autophase_NumPHIInst,pre_autophase_NumRetInst,pre_autophase_NumSExtInst,pre_autophase_NumSelectInst,pre_autophase_NumShlInst,pre_autophase_NumStoreInst,pre_autophase_NumSubInst,pre_autophase_NumTruncInst,pre_autophase_NumXorInst,pre_autophase_NumZExtInst,pre_autophase_TotalBlocks,pre_autophase_TotalInsts,pre_autophase_TotalMemInst,pre_autophase_TotalFuncs,pre_autophase_ArgsPhi,pre_autophase_testUnary,post_autophase_BBNumArgsHi,post_autophase_BBNumArgsLo,post_autophase_onePred,post_autophase_onePredOneSuc,post_autophase_onePredTwoSuc,post_autophase_oneSuccessor,post_autophase_twoPred,post_autophase_twoPredOneSuc,post_autophase_twoEach,post_autophase_twoSuccessor,post_autophase_morePreds,post_autophase_BB03Phi,post_autophase_BBHiPhi,post_autophase_BBNoPhi,post_autophase_BeginPhi,post_autophase_BranchCount,post_autophase_returnInt,post_autophase_CriticalCount,post_autophase_NumEdges,post_autophase_const32Bit,post_autophase_const64Bit,post_autophase_numConstZeroes,post_autophase_numConstOnes,post_autophase_UncondBranches,post_autophase_binaryConstArg,post_autophase_NumAShrInst,post_autophase_NumAddInst,post_autophase_NumAllocaInst,post_autophase_NumAndInst,post_autophase_BlockMid,post_autophase_BlockLow,post_autophase_NumBitCastInst,post_autophase_NumBrInst,post_autophase_NumCallInst,post_autophase_NumGetElementPtrInst,post_autophase_NumICmpInst,post_autophase_NumLShrInst,post_autophase_NumLoadInst,post_autophase_NumMulInst,post_autophase_NumOrInst,post_autophase_NumPHIInst,post_autophase_NumRetInst,post_autophase_NumSExtInst,post_autophase_NumSelectInst,post_autophase_NumShlInst,post_autophase_NumStoreInst,post_autophase_NumSubInst,post_autophase_NumTruncInst,post_autophase_NumXorInst,post_autophase_NumZExtInst,post_autophase_TotalBlocks,post_autophase_TotalInsts,post_autophase_TotalMemInst,post_autophase_TotalFuncs,post_autophase_ArgsPhi,post_autophase_testUnary,delta_ir_instruction_count,delta_object_text_size_bytes,pre_runtime_median_sec,post_runtime_median_sec
benchmark_cbench-v1_blowfish_0_b8918d,04a706d6d609ad9f,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,0,0,40,-globaldce,-globaldce,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.2928327770005126,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,0,,
benchmark_cbench-v1_blowfish_1_fab186,eec1c007ad42653a,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,1,0,30,-early-cse,-early-cse,0,[],IrInstructionCountO3,0.19583333333333333,6.4636471438442475,0.0,0.09645972293483839,-0.03083328305074519,6.4636471438442475,True,False,False,,0.31857909400059725,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,a14467854649d2cccd89f54453f29df534a79dab,3522,17084,136,22,3522,2239,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,846,130,321,77,590,0,183,93,231,32,102,57,120,159,410,43,168,941,0,63,2,8,21,0,65,636,7,102,113,91,136,3522,2239,22,4,1305,-376,511,,
benchmark_cbench-v1_blowfish_1_fab186,093d79179f80e8ef,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,1,1,15,-constmerge,-constmerge,1,[30],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,6.4636471438442475,True,True,True,action_no_effect,0.26987005099999806,,,a14467854649d2cccd89f54453f29df534a79dab,3522,17084,136,22,3522,2239,a14467854649d2cccd89f54453f29df534a79dab,3522,17084,136,22,3522,2239,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,846,130,321,77,590,0,183,93,231,32,102,57,120,159,410,43,168,941,0,63,2,8,21,0,65,636,7,102,113,91,136,3522,2239,22,4,1305,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,846,130,321,77,590,0,183,93,231,32,102,57,120,159,410,43,168,941,0,63,2,8,21,0,65,636,7,102,113,91,136,3522,2239,22,4,1305,0,0,,
benchmark_cbench-v1_blowfish_2_32b516,3f8f21746029f907,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,2,0,102,-functionattrs,-functionattrs,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,no_ir_change,0.26557888699971954,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,297ce1e55596eb3115f6802b483c328f399e195a,3898,16573,136,22,3898,2551,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,0,,
benchmark_cbench-v1_blowfish_3_f9ed47,1524bc0c9da0f86d,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,3,0,53,-instcombine,-instcombine,0,[],IrInstructionCountO3,0.2140625,10.500974558599628,0.0,0.10543868650590046,0.10372292282628372,10.500974558599628,True,False,False,,0.30309389400008513,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,81deb9d048ad6a7ec167a2111fd702df04dc0ee1,3487,14854,136,24,3487,2241,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,9,75,49,18,77,53,27,20,43,0,9,0,127,9,120,15,38,181,163,1052,226,253,77,487,0,89,88,134,29,105,122,120,153,459,43,168,935,0,159,9,8,18,0,65,606,0,100,112,85,136,3487,2241,24,18,1353,-411,-1719,,
benchmark_cbench-v1_blowfish_3_f9ed47,c2318e698dfdc3db,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,3,1,26,-dse,-dse,1,[53],IrInstructionCountO3,0.04583333333333333,3.1062223305791514,0.0,0.025236593059936908,0.04853911404335533,13.60719688917878,True,False,False,,0.28278013199997076,,,81deb9d048ad6a7ec167a2111fd702df04dc0ee1,3487,14854,136,24,3487,2241,9d7767cf9fda18169b5e70f7825fe07e066f6480,3399,14133,136,24,3399,2157,0,9,75,49,18,77,53,27,20,43,0,9,0,127,9,120,15,38,181,163,1052,226,253,77,487,0,89,88,134,29,105,122,120,153,459,43,168,935,0,159,9,8,18,0,65,606,0,100,112,85,136,3487,2241,24,18,1353,0,9,75,49,18,77,53,27,20,43,0,9,0,127,9,120,15,38,181,163,1013,193,247,77,487,0,89,88,134,29,105,118,120,153,447,43,168,935,0,159,9,8,18,0,65,534,0,100,112,85,136,3399,2157,24,18,1349,-88,-721,,
benchmark_cbench-v1_blowfish_3_f9ed47,6ab0525092b43fca,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,3,2,1,-adce,-adce,2,"[53, 26]",IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,13.60719688917878,True,True,True,action_no_effect,0.2973529339997185,,,9d7767cf9fda18169b5e70f7825fe07e066f6480,3399,14133,136,24,3399,2157,9d7767cf9fda18169b5e70f7825fe07e066f6480,3399,14133,136,24,3399,2157,0,9,75,49,18,77,53,27,20,43,0,9,0,127,9,120,15,38,181,163,1013,193,247,77,487,0,89,88,134,29,105,118,120,153,447,43,168,935,0,159,9,8,18,0,65,534,0,100,112,85,136,3399,2157,24,18,1349,0,9,75,49,18,77,53,27,20,43,0,9,0,127,9,120,15,38,181,163,1013,193,247,77,487,0,89,88,134,29,105,118,120,153,447,43,168,935,0,159,9,8,18,0,65,534,0,100,112,85,136,3399,2157,24,18,1349,0,0,,
benchmark_cbench-v1_blowfish_4_f17115,5c60db86fff888dc,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,4,0,105,-reassociate,-reassociate,0,[],IrInstructionCountO3,0.0005208333333333333,0.4702754518877364,0.0,0.0002565418163160595,0.018041392626561275,0.4702754518877364,True,False,False,,0.3055194670005221,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,5078f8884e6c00553bcd15d4da2cffc6627ba43f,3897,16274,136,22,3897,2551,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,372,933,201,337,77,589,0,184,93,231,33,101,114,120,159,457,43,168,1205,2,63,2,8,28,0,63,637,5,102,113,91,136,3897,2551,22,4,1633,-1,-299,,
benchmark_cbench-v1_blowfish_4_f17115,6c399e102158c24a,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,4,1,79,-loop-vectorize,-loop-vectorize,1,[105],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.4702754518877364,True,True,True,action_no_effect,0.3031900559999485,,,5078f8884e6c00553bcd15d4da2cffc6627ba43f,3897,16274,136,22,3897,2551,5078f8884e6c00553bcd15d4da2cffc6627ba43f,3897,16274,136,22,3897,2551,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,372,933,201,337,77,589,0,184,93,231,33,101,114,120,159,457,43,168,1205,2,63,2,8,28,0,63,637,5,102,113,91,136,3897,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,372,933,201,337,77,589,0,184,93,231,33,101,114,120,159,457,43,168,1205,2,63,2,8,28,0,63,637,5,102,113,91,136,3897,2551,22,4,1633,0,0,,
benchmark_cbench-v1_blowfish_5_756527,0482ca10e29d470b,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,5,0,62,-loop-distribute,-loop-distribute,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.30783570499988855,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,0,,
benchmark_cbench-v1_blowfish_6_7c71e4,8f8c14b7ee5a61cc,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,6,0,39,-gvn,-gvn,0,[],IrInstructionCountO3,0.4010416666666667,10.090737910112807,0.0,0.19753719856336582,-0.188982079285585,10.090737910112807,True,False,False,,0.339601386999675,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,dec18c697563e25d96b9117f6377d4ae3684ad7f,3128,19705,129,22,3128,1760,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,13,30,68,42,18,70,53,27,20,43,0,37,6,86,43,113,15,36,174,377,857,152,315,70,588,0,181,93,231,29,100,57,113,159,401,43,168,470,0,63,98,8,19,0,65,637,7,102,113,91,129,3128,1760,22,196,832,-770,3132,,
benchmark_cbench-v1_blowfish_7_c35278,2e7a78de64440810,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,7,0,24,-dce,-dce,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.29882205199919554,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,0,,
benchmark_cbench-v1_blowfish_8_6b2744,d93d0cd3bee43784,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,8,0,62,-loop-distribute,-loop-distribute,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.3149583149997852,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,0,0,,
benchmark_cbench-v1_blowfish_9_8305ab,b60f57b7ba721341,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,9,0,39,-gvn,-gvn,0,[],IrInstructionCountO3,0.4010416666666667,10.090737910112807,0.0,0.19753719856336582,-0.188982079285585,10.090737910112807,True,False,False,,0.3174215160006497,,,ae3ca982f7cfe329696b91fa22feba31270193da,3898,16573,136,22,3898,2551,dec18c697563e25d96b9117f6377d4ae3684ad7f,3128,19705,129,22,3128,1760,0,2,75,49,18,77,53,27,20,43,0,2,0,134,2,120,15,38,181,373,933,201,337,77,590,0,183,93,231,33,101,114,120,159,457,43,168,1205,0,63,2,8,28,0,65,637,7,102,113,91,136,3898,2551,22,4,1633,13,30,68,42,18,70,53,27,20,43,0,37,6,86,43,113,15,36,174,377,857,152,315,70,588,0,181,93,231,29,100,57,113,159,401,43,168,470,0,63,98,8,19,0,65,637,7,102,113,91,129,3128,1760,22,196,832,-770,3132,,
benchmark_cbench-v1_blowfish_9_8305ab,0fc1c879e48b7e02,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/blowfish,9,1,5,-argpromotion,-argpromotion,1,[39],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,10.090737910112807,True,True,True,action_no_effect,0.26402834100008477,,,dec18c697563e25d96b9117f6377d4ae3684ad7f,3128,19705,129,22,3128,1760,dec18c697563e25d96b9117f6377d4ae3684ad7f,3128,19705,129,22,3128,1760,13,30,68,42,18,70,53,27,20,43,0,37,6,86,43,113,15,36,174,377,857,152,315,70,588,0,181,93,231,29,100,57,113,159,401,43,168,470,0,63,98,8,19,0,65,637,7,102,113,91,129,3128,1760,22,196,832,13,30,68,42,18,70,53,27,20,43,0,37,6,86,43,113,15,36,174,377,857,152,315,70,588,0,181,93,231,29,100,57,113,159,401,43,168,470,0,63,98,8,19,0,65,637,7,102,113,91,129,3128,1760,22,196,832,0,0,,
benchmark_cbench-v1_bzip2_0_62c8fe,8ca9d35269ca06fc,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bzip2,0,0,40,-globaldce,-globaldce,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.43414146899976913,,,49deb7a721cce9d543a7e756ae05d08d4437e266,28748,122613,3311,153,28748,19304,49deb7a721cce9d543a7e756ae05d08d4437e266,28748,122613,3311,153,28748,19304,0,16,2242,1401,769,1872,856,422,378,1248,102,16,0,3295,16,3117,309,704,4529,9201,2218,5042,2319,1872,1452,51,1053,773,151,396,2912,926,3117,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3311,28748,19304,153,32,12966,0,16,2242,1401,769,1872,856,422,378,1248,102,16,0,3295,16,3117,309,704,4529,9201,2218,5042,2319,1872,1452,51,1053,773,151,396,2912,926,3117,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3311,28748,19304,153,32,12966,0,0,,
benchmark_cbench-v1_bzip2_1_80a950,2b8c070d44495b7e,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bzip2,1,0,78,-loop-unswitch,-loop-unswitch,0,[],IrInstructionCountO3,-0.0019835055851341477,-0.059355556106534355,0.0,-0.0006609155419507444,-0.00039147561840914097,-0.059355556106534355,True,False,False,,0.4991810990004524,,,49deb7a721cce9d543a7e756ae05d08d4437e266,28748,122613,3311,153,28748,19304,ff33660953dae92eb7a42bde5dfa80c8af1310f9,28767,122661,3330,153,28767,19304,0,16,2242,1401,769,1872,856,422,378,1248,102,16,0,3295,16,3117,309,704,4529,9201,2218,5042,2319,1872,1452,51,1053,773,151,396,2912,926,3117,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3311,28748,19304,153,32,12966,0,16,2250,1409,769,1891,872,435,380,1248,97,16,0,3314,16,3136,309,696,4548,9201,2218,5042,2319,1891,1452,51,1053,773,151,396,2931,926,3136,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3330,28767,19304,153,32,12966,19,48,,
benchmark_cbench-v1_bzip2_1_80a950,65e65f0f668ec08e,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bzip2,1,1,47,-indvars,-indvars,1,[78],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,-0.059355556106534355,True,True,True,action_no_effect,0.4518164279998018,,,ff33660953dae92eb7a42bde5dfa80c8af1310f9,28767,122661,3330,153,28767,19304,ff33660953dae92eb7a42bde5dfa80c8af1310f9,28767,122661,3330,153,28767,19304,0,16,2250,1409,769,1891,872,435,380,1248,97,16,0,3314,16,3136,309,696,4548,9201,2218,5042,2319,1891,1452,51,1053,773,151,396,2931,926,3136,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3330,28767,19304,153,32,12966,0,16,2250,1409,769,1891,872,435,380,1248,97,16,0,3314,16,3136,309,696,4548,9201,2218,5042,2319,1891,1452,51,1053,773,151,396,2931,926,3136,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3330,28767,19304,153,32,12966,0,0,,
benchmark_cbench-v1_bzip2_2_34945c,3ca5d3024576f29b,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bzip2,2,0,122,-tailcallelim,-tailcallelim,0,[],IrInstructionCountO3,0.0,0.0260983745606094,0.0,0.0,0.0010439349824243758,0.0260983745606094,True,False,True,no_ir_change,0.510403240999949,,,49deb7a721cce9d543a7e756ae05d08d4437e266,28748,122613,3311,153,28748,19304,cc493187f22eb26037d9ea1afd2017c44051cc22,28748,122485,3311,153,28748,19304,0,16,2242,1401,769,1872,856,422,378,1248,102,16,0,3295,16,3117,309,704,4529,9201,2218,5042,2319,1872,1452,51,1053,773,151,396,2912,926,3117,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3311,28748,19304,153,32,12966,0,16,2242,1401,769,1872,856,422,378,1248,102,16,0,3295,16,3117,309,704,4529,9201,2218,5042,2319,1872,1452,51,1053,773,151,396,2912,926,3117,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3311,28748,19304,153,32,12966,0,-128,,
benchmark_cbench-v1_bzip2_3_f6b765,a7fe1cc6f61a3ca6,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bzip2,3,0,47,-indvars,-indvars,0,[],IrInstructionCountO3,-0.0019835055851341477,-0.059355556106534355,0.0,-0.0006609155419507444,-0.00039147561840914097,-0.059355556106534355,True,False,False,,0.5757180400005382,,,49deb7a721cce9d543a7e756ae05d08d4437e266,28748,122613,3311,153,28748,19304,ff33660953dae92eb7a42bde5dfa80c8af1310f9,28767,122661,3330,153,28767,19304,0,16,2242,1401,769,1872,856,422,378,1248,102,16,0,3295,16,3117,309,704,4529,9201,2218,5042,2319,1872,1452,51,1053,773,151,396,2912,926,3117,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3311,28748,19304,153,32,12966,0,16,2250,1409,769,1891,872,435,380,1248,97,16,0,3314,16,3136,309,696,4548,9201,2218,5042,2319,1891,1452,51,1053,773,151,396,2931,926,3136,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3330,28767,19304,153,32,12966,19,48,,
benchmark_cbench-v1_bzip2_3_f6b765,4f181501c5163bef,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bzip2,3,1,77,-loop-unroll,-loop-unroll,1,[47],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,-0.059355556106534355,True,True,True,action_no_effect,0.47814340199965955,,,ff33660953dae92eb7a42bde5dfa80c8af1310f9,28767,122661,3330,153,28767,19304,ff33660953dae92eb7a42bde5dfa80c8af1310f9,28767,122661,3330,153,28767,19304,0,16,2250,1409,769,1891,872,435,380,1248,97,16,0,3314,16,3136,309,696,4548,9201,2218,5042,2319,1891,1452,51,1053,773,151,396,2931,926,3136,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3330,28767,19304,153,32,12966,0,16,2250,1409,769,1891,872,435,380,1248,97,16,0,3314,16,3136,309,696,4548,9201,2218,5042,2319,1891,1452,51,1053,773,151,396,2931,926,3136,1647,4146,1294,104,9363,30,98,16,101,782,17,147,3375,279,172,36,940,3330,28767,19304,153,32,12966,0,0,,
